number of gauges:  3

x_coord     y_coord
1	 15	 0.005
2	 20	 0.005
3	 25	 0.005


time	 P1	 P2	 P3

0	-0.0196811187  	  -0.000318881261  	  0.0203188813  	  
0	-0.0196811187  	  -0.000318881261  	  0.0203188813  	  
0.00993329948	-0.0196669383  	  -0.00109612654  	  0.0203027696  	  
0.0325094815	-0.0195293791  	  -0.00284926026  	  0.0201465578  	  
0.0550856636	-0.0192463282  	  -0.00457289362  	  0.0198255876  	  
0.0776618456	-0.0188195553  	  -0.00625399212  	  0.0193428126  	  
0.100238028	-0.0182517425  	  -0.00788006539  	  0.018702663  	  
0.12281421	-0.0175464835  	  -0.00943924444  	  0.0179109907  	  
0.145390392	-0.0167082824  	  -0.0109203481  	  0.0169749974  	  
0.167966574	-0.0157425494  	  -0.0123129387  	  0.015903146  	  
0.190542756	-0.0146555948  	  -0.0136073682  	  0.0147050596  	  
0.213118938	-0.0134546179  	  -0.0147948148  	  0.0133914068  	  
0.23569512	-0.0121476917  	  -0.0158673114  	  0.0119737781  	  
0.258271302	-0.0107437409  	  -0.0168177665  	  0.0104645537  	  
0.280847484	-0.00925251207  	  -0.0176399795  	  0.00887676691  	  
0.303423666	-0.00768453655  	  -0.0183286507  	  0.00722396308  	  
0.325999848	-0.00605108284  	  -0.0188793873  	  0.0055200589  	  
0.34857603	-0.00436409972  	  -0.019288707  	  0.00377920242  	  
0.371152212	-0.00263614846  	  -0.0195540393  	  0.0020156367  	  
0.393728394	-0.000880324307  	  -0.0196737261  	  0.000243568761  	  
0.416304576	0.000889832925  	  -0.0196470214  	  -0.00152295449  	  
0.438880758	0.0026604388  	  -0.0194740917  	  -0.00327016207  	  
0.46145694	0.00441737415  	  -0.0191560153  	  -0.00498466523  	  
0.484033123	0.00614640404  	  -0.0186947832  	  -0.00665355366  	  
0.506609305	0.00783330455  	  -0.0180932984  	  -0.00826448088  	  
0.529185487	0.009463996  	  -0.0173553754  	  -0.0098057389  	  
0.551761669	0.0110246808  	  -0.0164857383  	  -0.011266322  	  
0.574337851	0.0125019838  	  -0.0154900163  	  -0.0126359799  	  
0.596914033	0.013883094  	  -0.014374736  	  -0.013905262  	  
0.619490215	0.0151559032  	  -0.0131473104  	  -0.0150655511  	  
0.642066397	0.0163091422  	  -0.0118160211  	  -0.0161090906  	  
0.664642579	0.0173325099  	  -0.0103899948  	  -0.0170290038  	  
0.687218761	0.0182167936  	  -0.00887917219  	  -0.0178193077  	  
0.709794943	0.0189539791  	  -0.00729426789  	  -0.0184749217  	  
0.732371125	0.0195373477  	  -0.00564672091  	  -0.0189916737  	  
0.754947307	0.0199615582  	  -0.00394863508  	  -0.0193663021  	  
0.777523489	0.0202227135  	  -0.00221270869  	  -0.0195964575  	  
0.800099671	0.0203184087  	  -0.000452153345  	  -0.0196807028  	  
0.822675853	0.0202477617  	  0.00131939808  	  -0.0196185134  	  
0.845252035	0.0200114237  	  0.0030879938  	  -0.0194102764  	  
0.867828217	0.0196115717  	  0.00483947536  	  -0.0190572915  	  
0.890404399	0.0190518806  	  0.00655959858  	  -0.0185617707  	  
0.912980581	0.0183374776  	  0.00823416206  	  -0.0179268378  	  
0.935556763	0.0174748789  	  0.00984914168  	  -0.0171565283  	  
0.958132946	0.0164719092  	  0.0113908293  	  -0.0162557859  	  
0.980709128	0.0153376074  	  0.0128459735  	  -0.015230458  	  
1.00328531	0.0140821181  	  0.0142019208  	  -0.0140872876  	  
1.02586149	0.0127165727  	  0.0154467544  	  -0.0128338998  	  
1.04843767	0.0112529614  	  0.0165694278  	  -0.0114787833  	  
1.07101386	0.00970399818  	  0.0175598931  	  -0.0100312655  	  
1.09359004	0.00808298226  	  0.0184092183  	  -0.00850147856  	  
1.11616622	0.00640365654  	  0.0191096949  	  -0.00690031751  	  
1.1387424	0.00468006714  	  0.019654931  	  -0.00523938838  	  
1.16131858	0.00292642488  	  0.0200399298  	  -0.00353094591  	  
1.18389477	0.00115697133  	  0.0202611523  	  -0.00178782066  	  
1.20647095	-0.000614149079  	  0.0203165604  	  -2.33351705e-05  	  
1.22904713	-0.00237300926  	  0.0202056432  	  0.00174879061  	  
1.25162331	-0.00410601083  	  0.0199294234  	  0.00351454418  	  
1.27419949	-0.00579998557  	  0.0194904439  	  0.00525973488  	  
1.29677568	-0.00744228642  	  0.0188927366  	  0.00697011684  	  
1.31935186	-0.00902086773  	  0.0181417718  	  0.0086315191  	  
1.34192804	-0.0105243545  	  0.0172443907  	  0.0102299812  	  
1.36450422	-0.0119421012  	  0.0162087215  	  0.0117518928  	  
1.3870804	-0.0132642402  	  0.0150440813  	  0.0131841345  	  
1.40965659	-0.014481721  	  0.0137608652  	  0.0145142186  	  
1.43223277	-0.0155863407  	  0.0123704248  	  0.0157304272  	  
1.45480895	-0.0165707671  	  0.0108849383  	  0.0168219444  	  
1.47738513	-0.0174285551  	  0.0093172744  	  0.0177789823  	  
1.49996131	-0.0181541584  	  0.00768085269  	  0.018592896  	  
1.5225375	-0.0187429361  	  0.00598950249  	  0.0192562879  	  
1.54511368	-0.0191911571  	  0.00425732238  	  0.0197630977  	  
1.56768986	-0.0194960019  	  0.00249854274  	  0.0201086769  	  
1.59026604	-0.0196555634  	  0.000727393071  	  0.0202898467  	  
1.61284222	-0.0196688465  	  -0.00104202415  	  0.0203049376  	  
1.63541841	-0.0195357686  	  -0.00279585163  	  0.0201538105  	  
1.65799459	-0.0192571592  	  -0.00452058631  	  0.0198378582  	  
1.68057077	-0.0188347599  	  -0.0062031783  	  0.0193599883  	  
1.70314695	-0.0182712249  	  -0.00783111934  	  0.0187245864  	  
1.72572314	-0.01757012  	  -0.00939252036  	  0.0179374619  	  
1.74829932	-0.0167359212  	  -0.0108761781  	  0.0170057761  	  
1.7708755	-0.0157740111  	  -0.0122716315  	  0.015937955  	  
1.79345168	-0.0146906725  	  -0.0135692077  	  0.0147435874  	  
1.81602786	-0.0134930778  	  -0.0147600591  	  0.0134333118  	  
1.83860405	-0.0121892733  	  -0.0158361918  	  0.0120186923  	  
1.86118023	-0.010788158  	  -0.0167904874  	  0.0105120869  	  
1.88375641	-0.00929945394  	  -0.0176167179  	  0.00892651098  	  
1.90633259	-0.00773366881  	  -0.0183095556  	  0.00727549626  	  
1.92890877	-0.00610204939  	  -0.0188645799  	  0.00557295013  	  
1.95148496	-0.00441652452  	  -0.0192782806  	  0.00383301559  	  
1.97406114	-0.00268963783  	  -0.0195480592  	  0.00206993477  	  
1.99663732	-0.000934469434  	  -0.0196722295  	  0.000297917687  	  
2.0192135	0.000835453049  	  -0.0196500178  	  -0.00146898209  	  
2.04178968	0.00260625417  	  -0.0194815623  	  -0.00321698346  	  
2.06436587	0.00436382024  	  -0.0191679135  	  -0.00493268448  	  
2.08694205	0.00609391802  	  -0.0187110343  	  -0.00660315883  	  
2.10951823	0.0077823213  	  -0.0181137999  	  -0.00821604158  	  
2.13209441	0.00941494396  	  -0.0173799967  	  -0.00975960414  	  
